漢字,羅馬字,來源,會用得無
!,!,詞彙分級
!,！,詞彙分級
利益,li7-ik4,教典詞條
利益,li7-ik4,詞彙分級
利稻部落,li7-tiu7-poo7-lok8,詞彙分級
利純,li7-sun5,教典例句
利純,li7-sun5,教典詞條
利純,li7-sun5,詞彙分級
利純啊,li7-sun5-ah4,twisas-語料庫系統
利頭,li7-thau5,教典例句
刪,san1,教典詞條
刪予擲捒,san1-hoo7-tan3-sak4,itaigi
刪除,san1-ti5,教典詞條
刪除,san1-tu5,教典詞條
刮,ge1,itaigi
刮,khe1,itaigi
刮,khe1,教典例句
刮,khe1,教典詞條
刮,kuat4,教典詞條
刮,kueh4,教典詞條
刮,kuih4,教典詞條
刮,刮,詞彙分級
刮刮咧,khe1-khe1-leh4,教典例句
刮刮咧,kueh4-kueh4-leh4,教典例句
刮刮樂,刮-刮-樂,詞彙分級
刮著,kueh4-tioh8,教典例句
到,kau2,itaigi
到,kau3,itaigi
到,kau3,twisas-語料庫系統
到,kau3,教典例句
到,kau3,教典詞條
到,kau3,詞彙分級
到,tau3,教典詞條
到,to3,itaigi
到,to3,教典詞條
到,to3,詞彙分級
到乎,kau3-honnh4,twisas-語料庫系統
到今,kau3-tann1,twisas-語料庫系統
到今,kau3-tann1,教典例句
到今,kau3-tann1,教典詞條
到今,kau3-tann1,詞彙分級
到位,kau3-ui1,詞彙分級
到位,kau3-ui7,教典例句
到位,kau3-ui7,教典詞條
到位,kau3-ui7,詞彙分級
到位矣,kau3-ui7-ah4,教典例句
到位矣喔,kau3-ui7-ah4-ooh4,twisas-語料庫系統
到分,kau3-hun1,教典例句
到分,kau3-hun1,教典詞條
到分,kau3-hun1,詞彙分級
到到,kau3-kau3,教典詞條
到呢,kau3-neh4,twisas-語料庫系統
到啊,kau3-ah4,twisas-語料庫系統
到啦,kau3-lah4,twisas-語料庫系統
到地,kau3-te3,itaigi
到地,kau3-te3,教典詞條
到地,kau3-te3,詞彙分級
到地矣,kau3-te3-ah4,教典例句
到尾,kau3-bue2,詞彙分級
到底,kau3-te2,詞彙分級
到底,kau3-tue2,詞彙分級
到底,tau3-te2,itaigi
到底,tau3-te2,twisas-語料庫系統
到底,tau3-te2,教典例句
到底,tau3-te2,教典詞條
到底,tau3-te2,詞彙分級
到底,tau3-tue2,twisas-語料庫系統
到底,tau3-tue2,教典詞條
到底,tau3-tue2,詞彙分級
到時,kau3-si5,itaigi
到時,kau3-si5,twisas-語料庫系統
到時,kau3-si5,教典例句
到時,kau3-si5,教典詞條
到時,kau3-si5,詞彙分級
到時乎,kau3-si5-honnh4,twisas-語料庫系統
到時啊,kau3-si5-ah4,twisas-語料庫系統
到時喔,kau3-si5-ooh4,twisas-語料庫系統
到暗,kau3-am3,itaigi
到期,kau3-ki5,教典例句
到期,kau3-ki5,教典詞條
到期矣,kau3-ki5-ah4,教典例句
到無,kau3-bo5,twisas-語料庫系統
到矣,kau3-ah4,itaigi
到矣,kau3-ah4,twisas-語料庫系統
到矣,kau3-ah4,教典例句
到矣,kau3-ah4,詞彙分級
到矣啦,kau3-ah4-lah4,twisas-語料庫系統
到矣喔,kau3-ah4-ooh4,twisas-語料庫系統
到矣喔乎,kau3-ah4-ooh4-honnh4,twisas-語料庫系統
到站,kau3-tsam7,教典詞條
到站,kau3-tsam7,詞彙分級
到處,tau3-tshu3,詞彙分級
到齊,kau3-tse5,詞彙分級
制,tse3,教典詞條
制定,tse3-ting7,教典詞條
制定,tse3-ting7,詞彙分級
制度,tse3-too7,教典詞條
制度,tse3-too7,詞彙分級
制式,tse3-sik4,教典詞條
制憲,tse3-hian3,教典例句
制憲,tse3-hian3,教典詞條
制服,tse3-hok8,twisas-語料庫系統
制服,tse3-hok8,教典例句
制服,tse3-hok8,教典詞條
制服,tse3-hok8,詞彙分級
制煞,tse3-suah4,詞彙分級
制裁,tse3-tshai5,教典詞條
制裁,tse3-tshai5,詞彙分級
制訂,tse3-ting7,詞彙分級
刷,suat4,教典詞條
券,kng3,教典詞條
券,kuan3,教典例句
券,kuan3,教典詞條
券商,kuan3-siong1,教典詞條
刺,tshi3,itaigi
刺,tshi3,教典例句
刺,tshi3,教典詞條
刺,tshi3,詞彙分級
刺,tshiah4,教典例句
刺,tshiah4,教典詞條
刺,tshiah4,詞彙分級
刺䲅,tshi3-kui1,itaigi
刺䲅,tshi3-kui1,教典詞條
刺仔,tshi3-a2,教典詞條
刺仔花,tshi3-a2-hue1,itaigi
刺刀,tshi3-to1,詞彙分級
刺字,tshiah4-ji7,教典詞條
刺字,tshiah4-li7,教典詞條
刺客,tshi3-khik4,詞彙分級
刺探,tshi3-tham3,教典例句
刺探,tshi3-tham3,教典詞條
刺查某,tshiah4-tsa1-boo2,教典例句
刺查某,tshiah4-tsa1-boo2,教典詞條
刺查某,tshiah4-tsa1-boo2,詞彙分級
刺死,tshi3-si2,詞彙分級
刺殺,tshi3-sat4,教典詞條
刺毛捋,tshi3-moo5-luah8,itaigi
刺毛狗,tshi3-moo5-kau2,itaigi
刺毛蟲,tshi3-moo5-thang5,教典詞條
刺毛蟲,tshi3-moo5-thang5,詞彙分級
刺毛蟲仔,tshi3-moo1-thang5-a2,itaigi
刺波,tshi3-pho1,itaigi
刺波,tshi3-pho1,教典詞條
刺海馬,tshiah4-hai2-be2,itaigi
刺激,tshi3-khik4,教典詞條
刺激,tshi3-kik4,教典詞條
刺激,tshi3-kik4,詞彙分級
刺激性,tshi3-kik4-sing3,詞彙分級
刺激矣,tshi3-kik4-ah4,教典例句
刺激著,tshi3-kik4-tioh8,詞彙分級
刺球,tshi3-kiu5,itaigi
刺球,tshi3-kiu5,詞彙分級
刺瓜仔,tshi3-kue1-a2,itaigi
刺瓜仔,tshi3-kue1-a2,教典詞條
刺瓜仔,tshi3-kue1-a2,詞彙分級
刺瓜仔咧,tshi3-kue1-a2-leh4,twisas-語料庫系統
刺疫,tshiah4-iah8,itaigi
刺疫,tshiah4-iah8,教典例句
刺疫,tshiah4-iah8,教典詞條
刺疫,tshiah4-iah8,詞彙分級
刺疫的,tshiah4-iah8-e5,教典例句
刺的,tshiah4-e5,教典例句
刺竹,tshi3-tik4,教典詞條
刺竹筍,tshi3-tik4-sun2,教典詞條
刺繡,tshiah4-siu3,教典例句
刺繡,tshiah4-siu3,教典詞條
刺繡,tshiah4-siu3,詞彙分級
刺羅蟲,tshi3-lo5-thang5,itaigi
刺耙耙,tshiah4-pe5-pe5,教典例句
刺耙耙,tshiah4-pe5-pe5,教典詞條
刺耙耙,tshiah4-pe5-pe5,詞彙分級
刺膨紗,tshiah4-phong3-se1,教典例句
刺膨紗,tshiah4-phong3-se1,教典詞條
刺花,tshiah4-hue1,教典例句
刺花,tshiah4-hue1,教典詞條
刺蝟,tshi3-ui7,itaigi
刺豬鼠,tshi3-ti1-tshi2,itaigi
刺酸,tshiah4-sng1,教典例句
刺酸,tshiah4-sng1,教典詞條
刺酸,tshiah4-suinn1,itaigi
刺鑿,tshi3-tshak8,教典例句
刺鑿,tshi3-tshak8,教典詞條
刺鼠,tshi3-tshi2,itaigi
刺鼠,tshi3-tshu2,itaigi
刺龍仔,tshi3-liong5-a2,itaigi
刺龍公,tshi3-liong5-kang1,itaigi
刺龍刀,tshi3-liong5-to1,詞彙分級
刺龍爸,tshi3-liong5-pe7,itaigi
刻,khik4,itaigi
刻,khik4,教典例句
刻,khik4,教典詞條
刻,khik4,詞彙分級
刻像,khik4-siong7,詞彙分級
刻印仔,khik4-in3-a2,教典例句
刻印仔,khik4-in3-a2,教典詞條
刻板,khik4-pan2,教典詞條
刻花,khik4-hue1,詞彙分級
刻苦,khik4-khoo2,詞彙分級
刻薄,khik4-pok8,教典詞條
剁,tok4,教典詞條
剁,tok4,詞彙分級
剁做,tok4-tso3,詞彙分級
剁剁咧,tok4-tok4-leh4,教典例句
剁著,tok4-tioh8,twisas-語料庫系統
剁著,tok4-tioh8,詞彙分級
剁齊齊,tok4-tse5-tse5,詞彙分級
剃,thi3,教典例句
剃,thi3,教典詞條
剃,thi3,詞彙分級
剃光頭,thi3-kng1-thau5,詞彙分級
剃度,the3-too7,詞彙分級
剃度僧,the3-too7-tsing1,詞彙分級
剃掉,thi3-tiau7,詞彙分級
剃頭,thi3-thau5,itaigi
剃頭,thi3-thau5,教典例句
剃頭,thi3-thau5,教典詞條
剃頭,thi3-thau5,詞彙分級
剃頭刀,thi3-thau5-to1,教典詞條
剃頭刀,thi3-thau5-to1,詞彙分級
剃頭店,thi3-thau5-tiam3,twisas-語料庫系統
剃頭店,thi3-thau5-tiam3,教典詞條
剃頭店,thi3-thau5-tiam3,詞彙分級
剃頭店矣,thi3-thau5-tiam3-ah4,twisas-語料庫系統
剃頭的,thi3-thau5-e5,twisas-語料庫系統
則,tsik4,教典詞條
則,tsik4,詞彙分級
剉,tsho3,itaigi
剉,tsho3,twisas-語料庫系統
剉,tsho3,教典例句
剉,tsho3,教典詞條
剉,tsho3,詞彙分級
剉剉掉,tsho3-tsho3-tiau7,詞彙分級
剉柴,tsho3-tsha5,twisas-語料庫系統
剉柴,tsho3-tsha5,教典例句
剉柴,tsho3-tsha5,教典詞條
剉柴,tsho3-tsha5,詞彙分級
剉柴矣,tsho3-tsha5-ah4,教典例句
削,siah4,教典例句
削,siah4,教典詞條
削,siah4,詞彙分級
削,siat4,教典詞條
削削叫,siah4-siah4-kio3,教典例句
削削叫,siah4-siah4-kio3,教典詞條
削削叫,siah4-siah4-kio3,詞彙分級
削奅,siah4-phann7,itaigi
削鐵如泥,siah4-thih4-ju5-ni5,詞彙分級
剋,khik4,教典詞條
剋星,khik4-tshenn1,詞彙分級
剋著,khik4-tioh8,詞彙分級
前,tsian5,教典例句
前,tsian5,教典詞條
前,tsian5,詞彙分級
前,tsing5,itaigi
前,tsing5,twisas-語料庫系統
前,tsing5,教典例句
前,tsing5,教典詞條
前,tsing5,詞彙分級
前,tsun5,教典詞條
前世,tsing5-si3,教典例句
前世,tsing5-si3,教典詞條
前世人,tsing5-si3-lang5,twisas-語料庫系統
前世人,tsing5-si3-lang5,教典詞條
前世人,tsing5-si3-lang5,詞彙分級
前人囝,tsing5-lang5-kiann2,教典例句
前人囝,tsing5-lang5-kiann2,教典詞條
前仔,tsing5-a2,itaigi
前任,tsing5-jim7,教典例句
前任,tsing5-jim7,教典詞條
前任,tsing5-lim7,教典詞條
前來,tsian5-lai5,詞彙分級
前兆,tsing5-tiau7,教典例句
前因後果,tsian5-in1-hio7-ko2,教典例句
前因後果,tsian5-in1-hio7-ko2,教典詞條
前因後果,tsian5-in1-hio7-ko2,詞彙分級
前埕,tsing5-tiann5,詞彙分級
前年,tsing5-ni5,itaigi
前年,tsun5-ni5,教典例句
前年,tsun5-ni5,教典詞條
前座,tsing5-tso7,詞彙分級
前廊,tsing5-long5,詞彙分級
前往,tsian5-ong2,教典詞條
前往,tsian5-ong2,詞彙分級
前後,tsing5-au7,教典例句
前後,tsing5-au7,教典詞條
前後,tsing5-au7,詞彙分級
前房,tsing5-pang5,詞彙分級
前提,tsian5-te5,詞彙分級
前擴,tsing5-khok4,itaigi
前擴,tsing5-khok4,教典例句
前擴,tsing5-khok4,教典詞條
前方,tsian5-hong1,教典例句
前日,tsing5-jit8,教典詞條
前日,tsing5-jit8,詞彙分級
前日,tsing5-lit8,教典詞條
前景,tsian5-king2,教典詞條
前某,tsing5-boo2,教典例句
前某,tsing5-boo2,教典詞條
前溝尾,tsing5-kau1-bue2,詞彙分級
前爪,tsing5-jiau2,詞彙分級
前科,tsian5-kho1,教典例句
前科,tsian5-kho1,教典詞條
前科,tsian5-kho1,詞彙分級
前程,tsian5-thing5,教典詞條
前程,tsian5-ting5,教典詞條
前程,tsian5-ting5,詞彙分級
前站,tsing5-tsam7,詞彙分級
前線,tsian5-suann3,教典詞條
前翁,tsing5-ang1,教典詞條
前者,tsing5-tsia2,詞彙分級
前落,tsing5-loh8,詞彙分級
前衛,tsian5-ue7,教典詞條
前衛,tsian5-ui7,教典詞條
前言,tsian5-gian5,教典詞條
前謝,tsing5-sia7,教典例句
前謝,tsing5-sia7,教典詞條
前跤,tsing5-kha1,詞彙分級
前蹄,tsing5-te5,詞彙分級
前身,tsian5-sin1,教典例句
前身,tsian5-sin1,教典詞條
前輩,tsian5-pue3,教典例句
前輩,tsian5-pue3,教典詞條
前輩,tsian5-pue3,詞彙分級
前述,tsian5-sut8,詞彙分級
前途,tsian5-too5,twisas-語料庫系統
前途,tsian5-too5,教典例句
前途,tsian5-too5,教典詞條
前途,tsian5-too5,詞彙分級
前途啦,tsian5-too5-lah4,twisas-語料庫系統
前進,tsian5-tsin3,詞彙分級
前進,tsing5-tsin3,詞彙分級
前金,tsian5-kim1,教典詞條
前金區,tsing5-kim1-khu1,詞彙分級
前鋒,tsian5-hong1,教典詞條
前鎮,tsian5-tin3,詞彙分級
前鎮河,tsian5-tin3-ho5,詞彙分級
前面,tsing5-bin7,詞彙分級
前驛,tsing5-iah8,教典例句
前驛,tsing5-iah8,教典詞條
剔,thak4,教典例句
剔,thak4,教典詞條
剔,thik4,教典詞條
剖,phoo2,教典詞條
剛,kong1,itaigi
剛,kong1,教典詞條
剛,kong1,詞彙分級
剛吃那個辣椒發作了是不是啊,剛-吃-那-個-辣-椒-發-作-了-是-不-是-啊,詞彙分級
剛強,kong1-kiong5,詞彙分級
剛果,kong1-ko2,itaigi
剝,pak4,itaigi
剝,pak4,教典例句
剝,pak4,教典詞條
剝,pak4,詞彙分級
剝,pok4,教典詞條
剝削,pak4-siah4,教典詞條
剝削,pak4-siah4,詞彙分級
剝卦,pak4-kua3,詞彙分級
剝去矣,pak4-khi3-ah4,教典例句
剝奪,pak4-tuat8,詞彙分級
剝皮,pak4-phe5,教典詞條
剝皮,pak4-phe5,詞彙分級
剝皮,pak4-phue5,教典例句
剝皮,pak4-phue5,教典詞條
剝落來,pak4-loh8-lai5,教典例句
剩,sin7,教典詞條
剩,sing7,教典詞條
剩,siong7,教典詞條
剪,tsian2,itaigi
剪,tsian2,twisas-語料庫系統
剪,tsian2,教典例句
剪,tsian2,教典詞條
剪,tsian2,詞彙分級
剪仔,tsian2-a2,詞彙分級
剪剪,tsian2-tsian2,twisas-語料庫系統
剪剪,tsian2-tsian2,詞彙分級
剪去矣,tsian2-khi3-ah4,教典例句
剪喔,tsian2-ooh4,twisas-語料庫系統
剪布,tsian2-poo3,教典例句
剪布,tsian2-poo3,教典詞條
剪斷,tsian2-tng7,教典例句
剪枝,tsian2-ki1,詞彙分級
剪絨,tsian2-jiong5,itaigi
剪絨仔花,tsian2-jiong5-a2-hue1,詞彙分級
剪絨花,tsian2-jiong5-hue1,詞彙分級
剪綵,tsian2-tshai2,教典詞條
剪綹仔,tsian2-liu2-a2,教典例句
剪綹仔,tsian2-liu2-a2,教典詞條
剪綹仔,tsian2-liu2-a2,詞彙分級
剪蟲,tsian2-thang5,教典例句
剪裁,tsian2-tshai5,教典詞條
剪輯,tsian2-tsip8,教典詞條
剪過來,tsian2-kue3-lai5,教典例句
剪開,tsian2-khui1,教典例句
剪頭,tsian2-thau5,itaigi
副,hu3,twisas-語料庫系統
副,hu3,教典例句
副,hu3,教典詞條
副,hu3,詞彙分級
副作用,hu3-tsok4-iong7,itaigi
副作用,hu3-tsok4-iong7,詞彙分級
副刊,hu3-khan1,教典詞條
副寄,hu3-kia3,itaigi
副手,hu3-tshiu2,教典詞條
副本,hu3-pun2,教典例句
副本,hu3-pun2,教典詞條
副業,hu3-giap8,教典例句
副業,hu3-giap8,教典詞條
副業,hu3-giap8,詞彙分級
副熱帶,hu3-jiat8-tai3,詞彙分級
副理,hu3-li2,twisas-語料庫系統
副理,hu3-li2,教典詞條
副總,hu3-tsong2,教典詞條
副總統,hu3-tsong2-thong2,教典例句
副總統,hu3-tsong2-thong2,詞彙分級
副領袖,hu3-ling2-siu3,詞彙分級
割,kat4,教典詞條
割,kuah4,itaigi
割,kuah4,twisas-語料庫系統
割,kuah4,教典例句
割,kuah4,教典詞條
割,kuah4,詞彙分級
割價,kuah4-ke3,教典例句
割價,kuah4-ke3,教典詞條
割割去,kuah4-kuah4-khi3,詞彙分級
割包,kuah4-pau1,itaigi
割包,kuah4-pau1,教典例句
割包,kuah4-pau1,教典詞條
割包,kuah4-pau1,詞彙分級
割包店,kuah4-pau1-tiam3,itaigi
割喉,kuah4-au5,itaigi
割喉,kuah4-au5,教典詞條
割喉黨,kuah4-au5-tong2,詞彙分級
割喔乎,kuah4-ooh4-honnh4,twisas-語料庫系統
割得,kuah4-tit4,詞彙分級
割掉,kuah4-tiau7,詞彙分級
割斷,kuah4-tng7,教典例句
割斷,kuah4-tng7,詞彙分級
割稻,kuah4-tiu7,詞彙分級
割稻仔,kuah4-tiu7-a2,twisas-語料庫系統
割稻仔,kuah4-tiu7-a2,教典例句
割稻仔,kuah4-tiu7-a2,教典詞條
割稻仔,kuah4-tiu7-a2,詞彙分級
割稻仔尾,kuah4-tiu7-a2-be2,教典詞條
割稻仔尾,kuah4-tiu7-a2-bue2,教典例句
割稻仔尾,kuah4-tiu7-a2-bue2,教典詞條
割稻仔尾,kuah4-tiu7-a2-bue2,詞彙分級
割耙,kuah4-pe7,教典詞條
割肉,kuah4-bah4,教典例句
割肉,kuah4-bah4,教典詞條
割著,kuah4-tioh8,教典例句
割著矣,kuah4-tioh8-ah4,教典例句
割貨,kuah4-he3,教典詞條
割貨,kuah4-hue3,教典例句
割貨,kuah4-hue3,教典詞條
割起來,kuah4-khi2-lai5,詞彙分級
割金,kuah4-kim1,教典詞條
割開,kuah4-khui1,教典例句
割香,kuah4-hiunn1,itaigi
割香,kuah4-hiunn1,教典詞條
割香,kuah4-hiunn1,詞彙分級
割香啊,kuah4-hiunn1-ah4,twisas-語料庫系統
創,tshong1,教典詞條
創,tshong3,itaigi
創,tshong3,twisas-語料庫系統
創,tshong3,教典例句
創,tshong3,教典詞條
創,tshong3,詞彙分級
創下,tshong3-ha7,教典詞條
創作,tshong3-tsok4,教典詞條
創作,tshong3-tsok4,詞彙分級
創刊,tshong3-khan1,教典詞條
創刊,tshong3-khan1,詞彙分級
創啥,tshong3-siann2,itaigi
創啥潲,tshong3-siann2-siau5,itaigi
創始,tshong3-si2,教典詞條
創意,tshong3-i3,教典詞條
創新,tshong3-sin1,教典詞條
創新,tshong3-sin1,詞彙分級
創景,tshong3-king2,教典例句
創景,tshong3-king2,教典詞條
創業,tshong3-giap8,教典例句
創業,tshong3-giap8,教典詞條
創治,tshong3-ti7,twisas-語料庫系統
創治,tshong3-ti7,教典例句
創治,tshong3-ti7,教典詞條
創治,tshong3-ti7,詞彙分級
創治啦,tshong3-ti7-lah4,教典例句
創的,tshong3-e5,教典例句
創空,tshong3-khang1,itaigi
創空,tshong3-khang1,教典例句
創空,tshong3-khang1,教典詞條
創空球,tshong3-khang1-kiu5,itaigi
創立,tshong3-lip8,教典詞條
創立,tshong3-lip8,詞彙分級
創舉,tshong3-ki2,教典例句
創舉,tshong3-ki2,教典詞條
創舉,tshong3-ku2,教典詞條
創辦,tshong3-pan7,教典例句
創辦,tshong3-pan7,教典詞條
創辦,tshong3-pan7,詞彙分級
創造,tshong3-tso7,twisas-語料庫系統
創造,tshong3-tso7,教典例句
創造,tshong3-tso7,教典詞條
創造,tshong3-tso7,詞彙分級
創造力,tshong3-tso7-lik8,詞彙分級
創造的,tshong3-tso7-e5,詞彙分級
剷,thuann2,教典詞條
剷草,thuann2-tshau2,教典例句
剺,leh8,教典例句
剺,leh8,教典詞條
剺,li3,教典例句
剺,li3,教典詞條
剺,li3,詞彙分級
剺破,li3-phua3,教典詞條
剺破去矣,li3-phua3-khi3-ah4,教典例句
剾,khau1,教典例句
剾,khau1,教典詞條
剾,khau1,詞彙分級
剾仔,khau1-a2,教典詞條
剾刀,khau1-to1,教典詞條
剾刀花,khau1-to1-hue1,教典詞條
剾刀蔫,khau1-to1-lian1,教典詞條
剾削,khau1-siah4,教典例句
剾削,khau1-siah4,教典詞條
剾洗,khau1-se2,教典例句
剾洗,khau1-se2,教典詞條
剾洗,khau1-se2,詞彙分級
剾洗,khau1-sue2,教典詞條
剾焦,khau1-ta1,itaigi
剾痧,khau1-sua1,教典詞條
剾風,khau1-hong1,教典例句
剾風,khau1-hong1,教典詞條
剿,tsau5,教典詞條
剿了了,tsau5-liau2-liau2,教典例句
剿伐,tsau5-huat8,詞彙分級
剿滅,tsau5-biat8,詞彙分級
劃,ik8,教典詞條
劃,ueh8,itaigi
劃,ueh8,教典例句
劃,ueh8,教典詞條
劃,ueh8,詞彙分級
劃,uih8,教典詞條
劃分,ueh8-hun1,詞彙分級
劃撥,ueh8-puah4,教典詞條
劇,kik8,教典詞條
劇,kiok8,教典詞條
劇團,kik8-thuan5,教典詞條
劇團,kiok8-thuan5,教典詞條
劇場,kiok8-tiunn5,教典詞條
劇情,kik8-tsing5,教典詞條
劇情,kiok8-tsing5,教典例句
劇情,kiok8-tsing5,教典詞條
劇情,kiok8-tsing5,詞彙分級
劇本,kiok8-pun2,教典詞條
劇烈,kik8-liat8,教典詞條
劇院,kik8-inn7,教典詞條
劇院,kiok8-inn7,教典詞條
劈,phik4,教典詞條
劉,lau5,itaigi
劉,lau5,twisas-語料庫系統
劉,lau5,教典詞條
劉,lau5,詞彙分級
劉三,lau5-sam1,詞彙分級
劉家,lau5-ka1,詞彙分級
劉家店,lau5-ka1-tiam3,詞彙分級
劉木成,劉-木-成,詞彙分級
劉的,lau5-e5,詞彙分級
劊子手,khuai3-tsu2-tshiu2,詞彙分級
劌,kui3,教典詞條
劌著,kui3-tioh8,教典例句
劍,kiam3,教典例句
劍,kiam3,教典詞條
劍,kiam3,詞彙分級
劍下,kiam3-ha7,詞彙分級
劍俠,kiam3-kiap4,itaigi
劍光,kiam3-kong1,詞彙分級
劍法,kiam3-huat4,詞彙分級
劍湖山,kiam3-oo5-suann1,詞彙分級
劍竹,kiam3-tik4,教典詞條
劍竹仔,kiam3-tik4-a2,詞彙分級
劍竹筍,kiam3-tik4-sun2,詞彙分級
劍筍,kiam3-sun2,教典詞條
劍英草,kiam3-ing1-tshau2,itaigi
劍蘭,kiam3-lan5,詞彙分級
劑,tse1,教典詞條
劑,tse1,詞彙分級
劑,tse3,教典詞條
劑量,tse3-liong7,教典詞條
力,lat8,itaigi
力,lat8,twisas-語料庫系統
力,lat8,教典例句
力,lat8,教典詞條
力,lat8,詞彙分級
力,li2,教典詞條
力,lih8,itaigi
力,lik8,twisas-語料庫系統
力,lik8,教典例句
力,lik8,教典詞條
力啦,lat8-lah4,教典例句
力妮一路,力-妮-一-路,詞彙分級
力學,lik8-hak8,itaigi
力學,lik8-hak8,教典詞條
力量,lat8-liong7,詞彙分級
力量,lik8-liong5,twisas-語料庫系統
力量,lik8-liong7,twisas-語料庫系統
力量,lik8-liong7,教典例句
力量,lik8-liong7,教典詞條
力量,lik8-liong7,詞彙分級
力頭,lat8-thau5,itaigi
力頭,lat8-thau5,twisas-語料庫系統
力頭,lat8-thau5,教典例句
力頭,lat8-thau5,教典詞條
功,kang1,twisas-語料庫系統
功,kang1,教典詞條
功,kong1,itaigi
功,kong1,twisas-語料庫系統
功,kong1,教典例句
功,kong1,教典詞條
功,kong1,詞彙分級
功利,kong1-li7,教典詞條
功利,kong1-li7,詞彙分級
功力,kong1-lik8,twisas-語料庫系統
功力,kong1-lik8,教典詞條
功力,kong1-lik8,詞彙分級
功勞,kong1-lo5,itaigi
功勞,kong1-lo5,twisas-語料庫系統
功勞,kong1-lo5,教典例句
功勞,kong1-lo5,教典詞條
功勞,kong1-lo5,詞彙分級
功勞啦,kong1-lo5-lah4,twisas-語料庫系統
功勞埔,kong1-lo5-poo1,詞彙分級
功名,kong1-bing5,詞彙分級
功夫,kang1-hu1,教典詞條
功夫,kang1-hu1,詞彙分級
功德,kong1-tik4,twisas-語料庫系統
功德,kong1-tik4,教典例句
功德,kong1-tik4,教典詞條
